metro,zip,state,city,returns,agi,interest,dividends,agiPerReturn,interestPerReturn,dividendsPerReturn,crosswalkRatio,countyCount,counties,score,tier
Greater Chicago,60459,ILLINOIS IRS,BURBANK,14120,798166000.0,2375000.0,4482000.0,56527.0,168.0,317.0,1.0,1,"Cook County, IL",13.7,low
Greater Chicago,60438,ILLINOIS IRS,LANSING,14480,794452000.0,1996000.0,7828000.0,54865.0,138.0,541.0,1.0,1,"Cook County, IL",13.7,low
Greater Chicago,60087,ILLINOIS IRS,WAUKEGAN,13580,743050000.0,2068000.0,12186000.0,54716.0,152.0,897.0,1.0,1,"Lake County, IL",13.7,low
Greater Chicago,60099,ILLINOIS IRS,ZION,14800,793143000.0,1326000.0,8456000.0,53591.0,90.0,571.0,1.0,1,"Lake County, IL",13.7,low
Greater Chicago,60191,ILLINOIS IRS,WOOD DALE,7750,601407000.0,3048000.0,7514000.0,77601.0,393.0,970.0,1.0,1,"DuPage County, IL",13.6,low
Greater Chicago,53140,WISCONSIN IRS,KENOSHA,13410,726737000.0,2679000.0,10018000.0,54194.0,200.0,747.0,1.0,1,"Kenosha County, WI",13.6,low
Greater Chicago,60649,ILLINOIS IRS,CHICAGO,16880,770388000.0,754000.0,6240000.0,45639.0,45.0,370.0,1.0,1,"Cook County, IL",13.6,low
Greater Chicago,60152,ILLINOIS IRS,MARENGO,6120,523374000.0,2948000.0,7139000.0,85519.0,482.0,1167.0,0.9994,2,"DeKalb County, IL | McHenry County, IL",13.5,low
Greater Chicago,60473,ILLINOIS IRS,SOUTH HOLLAND,11370,660011000.0,2077000.0,8948000.0,58048.0,183.0,787.0,1.0,1,"Cook County, IL",13.5,low
Greater Chicago,60409,ILLINOIS IRS,CALUMET CITY,16340,713971000.0,1231000.0,5966000.0,43695.0,75.0,365.0,1.0,1,"Cook County, IL",13.5,low
Greater Chicago,60157,ILLINOIS IRS,MEDINAH,1320,183704000.0,1602000.0,5531000.0,139170.0,1214.0,4190.0,1.0,1,"DuPage County, IL",13.4,low
Greater Chicago,60130,ILLINOIS IRS,FOREST PARK,7340,563315000.0,1873000.0,7237000.0,76746.0,255.0,986.0,1.0,1,"Cook County, IL",13.4,low
Greater Chicago,60465,ILLINOIS IRS,PALOS HILLS,9180,615862000.0,3147000.0,7275000.0,67087.0,343.0,792.0,1.0,1,"Cook County, IL",13.4,low
Greater Chicago,60443,ILLINOIS IRS,MATTESON,10750,661924000.0,986000.0,3456000.0,61574.0,92.0,321.0,1.0,1,"Cook County, IL",13.3,low
Greater Chicago,60803,ILLINOIS IRS,ALSIP,10890,636889000.0,1220000.0,4744000.0,58484.0,112.0,436.0,1.0,1,"Cook County, IL",13.3,low
Greater Chicago,53143,WISCONSIN IRS,KENOSHA,10680,605441000.0,1516000.0,8433000.0,56689.0,142.0,790.0,1.0,1,"Kenosha County, WI",13.3,low
Greater Chicago,60644,ILLINOIS IRS,CHICAGO,17230,629679000.0,360000.0,5044000.0,36546.0,21.0,293.0,1.0,1,"Cook County, IL",13.3,low
Greater Chicago,60480,ILLINOIS IRS,WILLOW SPRINGS,2940,317829000.0,1836000.0,6603000.0,108105.0,624.0,2246.0,1.0,1,"Cook County, IL",13.2,low
Greater Chicago,60136,ILLINOIS IRS,GILBERTS,4070,425170000.0,1306000.0,3118000.0,104464.0,321.0,766.0,1.0,1,"Kane County, IL",13.2,low
Greater Chicago,53168,WISCONSIN IRS,SALEM,4510,417065000.0,1769000.0,6486000.0,92476.0,392.0,1438.0,1.0,1,"Kenosha County, WI",13.2,low
Greater Chicago,60106,ILLINOIS IRS,BENSENVILLE,9340,577687000.0,1747000.0,4664000.0,61851.0,187.0,499.0,1.0,1,"DuPage County, IL",13.2,low
Greater Chicago,60403,ILLINOIS IRS,CREST HILL,9130,546998000.0,1736000.0,6669000.0,59912.0,190.0,730.0,1.0,1,"Will County, IL",13.1,low
Greater Chicago,60449,ILLINOIS IRS,MONEE,4560,421196000.0,1323000.0,4475000.0,92368.0,290.0,981.0,1.0,2,"Cook County, IL | Will County, IL",13.0,low
Greater Chicago,46310,INDIANA IRS,DEMOTTE,6960,492422000.0,3027000.0,3633000.0,70750.0,435.0,522.0,1.0,2,"Jasper County, IN | Newton County, IN",13.0,low
Greater Chicago,46319,INDIANA IRS,GRIFFITH,8640,530362000.0,1399000.0,4109000.0,61384.0,162.0,476.0,1.0,1,"Lake County, IN",13.0,low
Greater Chicago,60164,ILLINOIS IRS,MELROSE PARK,10800,561782000.0,920000.0,3054000.0,52017.0,85.0,283.0,1.0,1,"Cook County, IL",13.0,low
Greater Chicago,60160,ILLINOIS IRS,MELROSE PARK,10810,557902000.0,1202000.0,3563000.0,51610.0,111.0,330.0,1.0,1,"Cook County, IL",13.0,low
Greater Chicago,60481,ILLINOIS IRS,WILMINGTON,5750,437933000.0,1400000.0,6190000.0,76162.0,243.0,1077.0,0.9952,2,"Grundy County, IL | Will County, IL",12.9,low
Greater Chicago,60545,ILLINOIS IRS,PLANO,6940,482801000.0,1205000.0,3992000.0,69568.0,174.0,575.0,1.0,2,"Kane County, IL | Kendall County, IL",12.9,low
Greater Chicago,60131,ILLINOIS IRS,FRANKLIN PARK,9320,533290000.0,1057000.0,3012000.0,57220.0,113.0,323.0,1.0,1,"Cook County, IL",12.9,low
Greater Chicago,60020,ILLINOIS IRS,FOX LAKE,5720,433752000.0,1253000.0,4702000.0,75831.0,219.0,822.0,1.0,2,"Lake County, IL | McHenry County, IL",12.8,low
Greater Chicago,60457,ILLINOIS IRS,HICKORY HILLS,6850,457421000.0,1875000.0,5764000.0,66777.0,274.0,841.0,1.0,1,"Cook County, IL",12.8,low
Greater Chicago,53104,WISCONSIN IRS,BRISTOL,3040,293627000.0,1414000.0,5991000.0,96588.0,465.0,1971.0,1.0,1,"Kenosha County, WI",12.7,low
Greater Chicago,46341,INDIANA IRS,HEBRON,5110,405567000.0,1299000.0,3945000.0,79367.0,254.0,772.0,1.0,4,"Jasper County, IN | Lake County, IN | Newton County, IN | Porter County, IN",12.7,low
Greater Chicago,46323,INDIANA IRS,HAMMOND,9990,496155000.0,694000.0,3342000.0,49665.0,69.0,335.0,1.0,1,"Lake County, IN",12.7,low
Greater Chicago,60466,ILLINOIS IRS,PARK FOREST,10110,480534000.0,736000.0,4563000.0,47531.0,73.0,451.0,1.0,2,"Cook County, IL | Will County, IL",12.7,low
Greater Chicago,60406,ILLINOIS IRS,BLUE ISLAND,10630,491873000.0,827000.0,1607000.0,46272.0,78.0,151.0,1.0,1,"Cook County, IL",12.7,low
Greater Chicago,60624,ILLINOIS IRS,CHICAGO,13510,475267000.0,174000.0,2381000.0,35179.0,13.0,176.0,1.0,1,"Cook County, IL",12.7,low
Greater Chicago,60636,ILLINOIS IRS,CHICAGO,13170,443614000.0,183000.0,4720000.0,33684.0,14.0,358.0,1.0,1,"Cook County, IL",12.7,low
Greater Chicago,60021,ILLINOIS IRS,FOX RIVER GROVE,2790,291811000.0,647000.0,3785000.0,104592.0,232.0,1357.0,1.0,2,"Lake County, IL | McHenry County, IL",12.6,low
Greater Chicago,60097,ILLINOIS IRS,WONDER LAKE,5920,411687000.0,1087000.0,3991000.0,69542.0,184.0,674.0,1.0,1,"McHenry County, IL",12.6,low
Greater Chicago,60455,ILLINOIS IRS,BRIDGEVIEW,7610,448736000.0,1092000.0,4285000.0,58967.0,143.0,563.0,1.0,1,"Cook County, IL",12.6,low
Greater Chicago,46324,INDIANA IRS,HAMMOND,9860,475098000.0,602000.0,2769000.0,48184.0,61.0,281.0,1.0,1,"Lake County, IN",12.6,low
Greater Chicago,60153,ILLINOIS IRS,MAYWOOD,10650,467819000.0,241000.0,1874000.0,43927.0,23.0,176.0,1.0,1,"Cook County, IL",12.6,low
Greater Chicago,60461,ILLINOIS IRS,OLYMPIA FIELDS,2490,251756000.0,948000.0,5406000.0,101107.0,381.0,2171.0,1.0,1,"Cook County, IL",12.5,low
Greater Chicago,60416,ILLINOIS IRS,COAL CITY,4810,370812000.0,1221000.0,4268000.0,77092.0,254.0,887.0,1.0,2,"Grundy County, IL | Will County, IL",12.5,low
Greater Chicago,60033,ILLINOIS IRS,HARVARD,6400,393399000.0,1899000.0,5925000.0,61469.0,297.0,926.0,0.9933,1,"McHenry County, IL",12.5,low
Greater Chicago,60445,ILLINOIS IRS,MIDLOTHIAN,7530,437234000.0,1050000.0,2698000.0,58066.0,139.0,358.0,1.0,1,"Cook County, IL",12.5,low
Greater Chicago,60104,ILLINOIS IRS,BELLWOOD,9480,448674000.0,300000.0,1369000.0,47328.0,32.0,144.0,1.0,1,"Cook County, IL",12.5,low
Greater Chicago,60419,ILLINOIS IRS,DOLTON,10230,449299000.0,381000.0,2516000.0,43920.0,37.0,246.0,1.0,1,"Cook County, IL",12.5,low
Greater Chicago,53181,WISCONSIN IRS,TWIN LAKES,4090,335384000.0,1021000.0,3980000.0,82001.0,250.0,973.0,1.0,1,"Kenosha County, WI",12.4,low
Greater Chicago,60096,ILLINOIS IRS,WINTHROP HARBOR,3420,272775000.0,962000.0,9608000.0,79759.0,281.0,2809.0,1.0,1,"Lake County, IL",12.4,low
Greater Chicago,60041,ILLINOIS IRS,INGLESIDE,4710,352337000.0,1194000.0,4839000.0,74806.0,254.0,1027.0,1.0,1,"Lake County, IL",12.4,low
Greater Chicago,60478,ILLINOIS IRS,COUNTRY CLUB HILLS,7910,414407000.0,455000.0,2235000.0,52390.0,58.0,283.0,1.0,1,"Cook County, IL",12.4,low
Greater Chicago,60436,ILLINOIS IRS,JOLIET,8290,408629000.0,717000.0,3553000.0,49292.0,86.0,429.0,1.0,1,"Will County, IL",12.4,low
Greater Chicago,60401,ILLINOIS IRS,BEECHER,4050,325191000.0,1525000.0,3485000.0,80294.0,377.0,860.0,0.9895,1,"Will County, IL",12.3,low
Greater Chicago,60432,ILLINOIS IRS,JOLIET,8700,408575000.0,339000.0,1445000.0,46963.0,39.0,166.0,1.0,1,"Will County, IL",12.3,low
Greater Chicago,60827,ILLINOIS IRS,RIVERDALE,10440,389886000.0,196000.0,3603000.0,37345.0,19.0,345.0,1.0,1,"Cook County, IL",12.3,low
Greater Chicago,60042,ILLINOIS IRS,ISLAND LAKE,4470,331952000.0,662000.0,2504000.0,74262.0,148.0,560.0,1.0,2,"Lake County, IL | McHenry County, IL",12.2,low
Greater Chicago,46312,INDIANA IRS,EAST CHICAGO,9670,364513000.0,290000.0,1214000.0,37695.0,30.0,126.0,1.0,1,"Lake County, IN",12.2,low
Greater Chicago,60426,ILLINOIS IRS,HARVEY,9700,361919000.0,240000.0,2398000.0,37311.0,25.0,247.0,1.0,1,"Cook County, IL",12.2,low
Greater Chicago,60040,ILLINOIS IRS,HIGHWOOD,2430,213136000.0,1541000.0,6251000.0,87710.0,634.0,2572.0,1.0,1,"Lake County, IL",12.1,low
Greater Chicago,47978,INDIANA IRS,RENSSELAER,5210,333114000.0,1260000.0,2949000.0,63937.0,242.0,566.0,0.9961,2,"Jasper County, IN | Newton County, IN",12.1,low
Greater Chicago,60429,ILLINOIS IRS,HAZEL CREST,6960,360029000.0,752000.0,2866000.0,51728.0,108.0,412.0,1.0,1,"Cook County, IL",12.1,low
Greater Chicago,60621,ILLINOIS IRS,CHICAGO,10110,324647000.0,91000.0,5662000.0,32111.0,9.0,560.0,1.0,1,"Cook County, IL",12.1,low
Greater Chicago,53179,WISCONSIN IRS,TREVOR,3120,267740000.0,661000.0,2640000.0,85814.0,212.0,846.0,1.0,1,"Kenosha County, WI",12.0,low
Greater Chicago,60433,ILLINOIS IRS,JOLIET,7420,346471000.0,493000.0,1311000.0,46694.0,66.0,177.0,1.0,1,"Will County, IL",12.0,low
Greater Chicago,60301,ILLINOIS IRS,OAK PARK,1710,174350000.0,893000.0,4783000.0,101959.0,522.0,2797.0,1.0,1,"Cook County, IL",11.9,low
Greater Chicago,60468,ILLINOIS IRS,PEOTONE,3070,263156000.0,876000.0,3026000.0,85719.0,285.0,986.0,0.9892,1,"Will County, IL",11.9,low
Greater Chicago,60135,ILLINOIS IRS,GENOA,3710,281038000.0,759000.0,3099000.0,75751.0,205.0,835.0,0.9981,3,"DeKalb County, IL | Kane County, IL | McHenry County, IL",11.9,low
Greater Chicago,60633,ILLINOIS IRS,CHICAGO,5920,324542000.0,719000.0,2090000.0,54821.0,121.0,353.0,1.0,1,"Cook County, IL",11.9,low
Greater Chicago,60471,ILLINOIS IRS,RICHTON PARK,6170,327744000.0,321000.0,1295000.0,53119.0,52.0,210.0,1.0,2,"Cook County, IL | Will County, IL",11.9,low
Greater Chicago,60415,ILLINOIS IRS,CHICAGO RIDGE,6400,327082000.0,634000.0,1385000.0,51107.0,99.0,216.0,1.0,1,"Cook County, IL",11.9,low
Greater Chicago,60458,ILLINOIS IRS,JUSTICE,6560,329158000.0,472000.0,1492000.0,50177.0,72.0,227.0,1.0,1,"Cook County, IL",11.9,low
Greater Chicago,46394,INDIANA IRS,WHITING,5210,297150000.0,743000.0,3900000.0,57035.0,143.0,749.0,1.0,1,"Lake County, IN",11.8,low
Greater Chicago,60171,ILLINOIS IRS,RIVER GROVE,5440,305470000.0,855000.0,1724000.0,56153.0,157.0,317.0,1.0,1,"Cook County, IL",11.8,low
Greater Chicago,60176,ILLINOIS IRS,SCHILLER PARK,5940,313778000.0,683000.0,1979000.0,52825.0,115.0,333.0,1.0,1,"Cook County, IL",11.8,low
Greater Chicago,46392,INDIANA IRS,WHEATFIELD,3850,274284000.0,912000.0,1611000.0,71243.0,237.0,418.0,0.9992,1,"Jasper County, IN",11.7,low
Greater Chicago,60482,ILLINOIS IRS,WORTH,5500,294279000.0,703000.0,2271000.0,53505.0,128.0,413.0,1.0,1,"Cook County, IL",11.7,low
Greater Chicago,60071,ILLINOIS IRS,RICHMOND,2040,183702000.0,990000.0,3776000.0,90050.0,485.0,1851.0,1.0,1,"McHenry County, IL",11.6,low
Greater Chicago,60151,ILLINOIS IRS,MAPLE PARK,2050,186110000.0,546000.0,3217000.0,90785.0,266.0,1569.0,1.0,2,"DeKalb County, IL | Kane County, IL",11.5,low
Greater Chicago,60534,ILLINOIS IRS,LYONS,5110,266883000.0,688000.0,1883000.0,52228.0,135.0,368.0,1.0,1,"Cook County, IL",11.5,low
Greater Chicago,46403,INDIANA IRS,GARY,4770,246577000.0,1104000.0,2845000.0,51693.0,231.0,596.0,1.0,2,"Lake County, IN | Porter County, IN",11.5,low
Greater Chicago,60064,ILLINOIS IRS,NORTH CHICAGO,6520,261041000.0,150000.0,1414000.0,40037.0,23.0,217.0,1.0,1,"Lake County, IL",11.5,low
Greater Chicago,60162,ILLINOIS IRS,HILLSIDE,4280,247913000.0,1010000.0,1713000.0,57924.0,236.0,400.0,1.0,1,"Cook County, IL",11.4,low
Greater Chicago,46408,INDIANA IRS,GARY,6330,248900000.0,279000.0,1141000.0,39321.0,44.0,180.0,1.0,1,"Lake County, IN",11.4,low
Greater Chicago,60511,ILLINOIS IRS,BIG ROCK,850,100530000.0,913000.0,2214000.0,118271.0,1074.0,2605.0,1.0,3,"DeKalb County, IL | Kane County, IL | Kendall County, IL",11.3,low
Greater Chicago,60475,ILLINOIS IRS,STEGER,4530,234457000.0,437000.0,1559000.0,51757.0,96.0,344.0,1.0,2,"Cook County, IL | Will County, IL",11.3,low
Greater Chicago,60501,ILLINOIS IRS,SUMMIT ARGO,5180,237689000.0,299000.0,516000.0,45886.0,58.0,100.0,1.0,1,"Cook County, IL",11.2,low
Greater Chicago,46405,INDIANA IRS,LAKE STATION,5170,230590000.0,202000.0,436000.0,44602.0,39.0,84.0,1.0,2,"Lake County, IN | Porter County, IN",11.2,low
Greater Chicago,46404,INDIANA IRS,GARY,6270,223909000.0,141000.0,1094000.0,35711.0,22.0,174.0,1.0,1,"Lake County, IN",11.2,low
Greater Chicago,60421,ILLINOIS IRS,ELWOOD,1960,166911000.0,617000.0,1744000.0,85159.0,315.0,890.0,1.0,1,"Will County, IL",11.1,low
Greater Chicago,46347,INDIANA IRS,KOUTS,2320,183499000.0,436000.0,1687000.0,79094.0,188.0,727.0,1.0,1,"Porter County, IN",11.1,low
Greater Chicago,60408,ILLINOIS IRS,BRAIDWOOD,2790,198415000.0,386000.0,1100000.0,71116.0,138.0,394.0,1.0,2,"Grundy County, IL | Will County, IL",11.1,low
Greater Chicago,60195,ILLINOIS IRS,SCHAUMBURG,2400,179903000.0,468000.0,1587000.0,74960.0,195.0,661.0,1.0,1,"Cook County, IL",11.0,low
Greater Chicago,60155,ILLINOIS IRS,BROADVIEW,4150,215330000.0,239000.0,1056000.0,51887.0,58.0,254.0,1.0,1,"Cook County, IL",11.0,low
Greater Chicago,60428,ILLINOIS IRS,MARKHAM,5150,209613000.0,119000.0,724000.0,40702.0,23.0,141.0,1.0,1,"Cook County, IL",11.0,low
Greater Chicago,60548,ILLINOIS IRS,SANDWICH,5900,424707000.0,1516000.0,4399000.0,71984.0,257.0,746.0,0.6933,2,"DeKalb County, IL | Kendall County, IL",10.8,low
Greater Chicago,60541,ILLINOIS IRS,NEWARK,1480,142416000.0,616000.0,1692000.0,96227.0,416.0,1143.0,0.9476,2,"Grundy County, IL | Kendall County, IL",10.7,low
Greater Chicago,46327,INDIANA IRS,HAMMOND,4400,177767000.0,177000.0,1054000.0,40402.0,40.0,240.0,1.0,1,"Lake County, IN",10.7,low
Greater Chicago,46320,INDIANA IRS,HAMMOND,4870,179934000.0,72000.0,325000.0,36947.0,15.0,67.0,1.0,1,"Lake County, IN",10.7,low
Greater Chicago,60163,ILLINOIS IRS,BERKELEY,2810,160656000.0,290000.0,849000.0,57173.0,103.0,302.0,1.0,1,"Cook County, IL",10.5,low
Greater Chicago,60112,ILLINOIS IRS,CORTLAND,2320,149115000.0,131000.0,500000.0,64274.0,56.0,216.0,1.0,1,"DeKalb County, IL",10.4,low
Greater Chicago,46349,INDIANA IRS,LAKE VILLAGE,1660,129657000.0,189000.0,779000.0,78107.0,114.0,469.0,1.0,1,"Newton County, IN",10.3,low
Greater Chicago,60520,ILLINOIS IRS,HINCKLEY,1420,115151000.0,334000.0,1267000.0,81092.0,235.0,892.0,1.0,2,"DeKalb County, IL | Kane County, IL",10.2,low
Greater Chicago,60469,ILLINOIS IRS,POSEN,2570,127028000.0,87000.0,198000.0,49427.0,34.0,77.0,1.0,1,"Cook County, IL",10.0,low
Greater Chicago,60484,ILLINOIS IRS,UNIVERSITY PARK,2910,132099000.0,52000.0,354000.0,45395.0,18.0,122.0,1.0,2,"Cook County, IL | Will County, IL",10.0,low
Greater Chicago,47977,INDIANA IRS,REMINGTON,1080,102061000.0,767000.0,1509000.0,94501.0,710.0,1397.0,0.903,1,"Jasper County, IN",9.9,low
Greater Chicago,60456,ILLINOIS IRS,HOMETOWN,2280,118872000.0,118000.0,595000.0,52137.0,52.0,261.0,1.0,1,"Cook County, IL",9.9,low
Greater Chicago,46407,INDIANA IRS,GARY,3580,110039000.0,52000.0,544000.0,30737.0,15.0,152.0,1.0,1,"Lake County, IN",9.9,low
Greater Chicago,46406,INDIANA IRS,GARY,3360,110111000.0,36000.0,58000.0,32771.0,11.0,17.0,1.0,1,"Lake County, IN",9.8,low
Greater Chicago,60512,ILLINOIS IRS,BRISTOL,610,65303000.0,117000.0,725000.0,107054.0,192.0,1189.0,1.0,1,"Kendall County, IL",9.6,low
Greater Chicago,60180,ILLINOIS IRS,UNION,830,73063000.0,370000.0,762000.0,88028.0,446.0,918.0,1.0,1,"McHenry County, IL",9.5,low
Greater Chicago,60145,ILLINOIS IRS,KINGSTON,1150,94442000.0,252000.0,1164000.0,82123.0,219.0,1012.0,0.9437,1,"DeKalb County, IL",9.5,low
Greater Chicago,53170,WISCONSIN IRS,SILVER LAKE,1160,85627000.0,149000.0,705000.0,73816.0,128.0,608.0,1.0,1,"Kenosha County, WI",9.5,low
Greater Chicago,60072,ILLINOIS IRS,RINGWOOD,520,55783000.0,194000.0,711000.0,107275.0,373.0,1367.0,1.0,1,"McHenry County, IL",9.4,low
Greater Chicago,60556,ILLINOIS IRS,WATERMAN,990,76825000.0,239000.0,752000.0,77601.0,241.0,760.0,1.0,1,"DeKalb County, IL",9.4,low
Greater Chicago,46409,INDIANA IRS,GARY,2720,90869000.0,48000.0,18000.0,33408.0,18.0,7.0,1.0,1,"Lake County, IN",9.4,low
Greater Chicago,60444,ILLINOIS IRS,MAZON,850,68525000.0,141000.0,942000.0,80618.0,166.0,1108.0,1.0,1,"Grundy County, IL",9.2,low
Greater Chicago,60146,ILLINOIS IRS,KIRKLAND,1240,87960000.0,143000.0,605000.0,70935.0,115.0,488.0,0.958,1,"DeKalb County, IL",9.2,low
Greater Chicago,60424,ILLINOIS IRS,GARDNER,1080,76037000.0,311000.0,632000.0,70405.0,288.0,585.0,0.995,1,"Grundy County, IL",9.2,low
Greater Chicago,60150,ILLINOIS IRS,MALTA,800,61114000.0,169000.0,895000.0,76392.0,211.0,1119.0,1.0,1,"DeKalb County, IL",9.0,low
Greater Chicago,60034,ILLINOIS IRS,HEBRON,1050,70268000.0,119000.0,651000.0,66922.0,113.0,620.0,1.0,1,"McHenry County, IL",9.0,low
Greater Chicago,60165,ILLINOIS IRS,STONE PARK,1820,79221000.0,31000.0,12000.0,43528.0,17.0,7.0,1.0,1,"Cook County, IL",9.0,low
Greater Chicago,47951,INDIANA IRS,KENTLAND,1050,65184000.0,341000.0,940000.0,62080.0,325.0,895.0,1.0,1,"Newton County, IN",8.9,low
Greater Chicago,60476,ILLINOIS IRS,THORNTON,1200,69990000.0,86000.0,512000.0,58325.0,72.0,427.0,1.0,1,"Cook County, IL",8.9,low
Greater Chicago,60088,ILLINOIS IRS,GREAT LAKES,1500,71510000.0,51000.0,76000.0,47673.0,34.0,51.0,1.0,1,"Lake County, IL",8.8,low
Greater Chicago,60550,ILLINOIS IRS,SHABBONA,580,48680000.0,184000.0,488000.0,83931.0,317.0,841.0,1.0,1,"DeKalb County, IL",8.6,low
Greater Chicago,46402,INDIANA IRS,GARY,1820,53393000.0,15000.0,5000.0,29337.0,8.0,3.0,1.0,1,"Lake County, IN",8.5,low
Greater Chicago,60472,ILLINOIS IRS,ROBBINS,1580,55227000.0,21000.0,31000.0,34954.0,13.0,20.0,1.0,1,"Cook County, IL",8.4,low
Greater Chicago,47963,INDIANA IRS,MOROCCO,920,52630000.0,139000.0,160000.0,57207.0,151.0,174.0,1.0,1,"Newton County, IN",8.3,low
Greater Chicago,47922,INDIANA IRS,BROOK,690,46521000.0,131000.0,322000.0,67422.0,190.0,467.0,1.0,2,"Jasper County, IN | Newton County, IN",8.2,low
Greater Chicago,60552,ILLINOIS IRS,SOMONAUK,2170,187999000.0,626000.0,2120000.0,86635.0,288.0,977.0,0.4797,1,"DeKalb County, IL",8.1,low
Greater Chicago,60407,ILLINOIS IRS,BRACEVILLE,800,47736000.0,33000.0,140000.0,59670.0,41.0,175.0,1.0,2,"Grundy County, IL | Will County, IL",8.0,low
Greater Chicago,60479,ILLINOIS IRS,VERONA,340,30667000.0,37000.0,269000.0,90197.0,109.0,791.0,1.0,1,"Grundy County, IL",7.7,low
Greater Chicago,47943,INDIANA IRS,FAIR OAKS,480,33036000.0,148000.0,40000.0,68825.0,308.0,83.0,1.0,2,"Jasper County, IN | Newton County, IN",7.5,low
Greater Chicago,47948,INDIANA IRS,GOODLAND,580,33328000.0,297000.0,185000.0,57462.0,512.0,319.0,0.967,2,"Jasper County, IN | Newton County, IN",7.3,low
Greater Chicago,53128,WISCONSIN IRS,GENOA CITY,4090,304576000.0,744000.0,4087000.0,74468.0,182.0,999.0,0.185,1,"Kenosha County, WI",7.1,low
Greater Chicago,46391,INDIANA IRS,WESTVILLE,3160,244266000.0,835000.0,2582000.0,77299.0,264.0,817.0,0.2405,1,"Porter County, IN",7.0,low
Greater Chicago,60530,ILLINOIS IRS,LEE,320,28121000.0,45000.0,186000.0,87878.0,141.0,581.0,0.388,1,"DeKalb County, IL",3.7,low
